Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Schule,254,0,0,172,30,3,2,8,1,34,4
Kunst,252,0,0,106,61,45,13,1,4,17,5
Nationalsozialismus,250,0,0,152,26,25,5,4,1,34,3
Datenanalyse,249,0,0,65,122,1,29,3,2,11,16
Migration,245,0,13,97,61,20,8,2,1,29,14
Entwicklung,245,0,38,125,39,8,5,6,1,17,6
Städtebau,243,0,0,90,103,15,11,4,5,13,2
Marketing,240,0,0,167,37,12,0,5,0,19,0
Ethik,239,0,0,124,61,14,5,3,5,24,3
Sozialer Wandel,239,0,0,131,54,11,5,4,8,21,5
Programmierung,235,0,0,92,108,0,21,8,1,2,3
Führung,235,0,0,194,19,2,1,4,2,12,1
Erneuerbare Energien,226,1,0,87,71,10,12,8,4,25,8
Film,223,0,0,67,94,14,9,5,5,23,6
Social Media,221,0,1,88,76,4,11,0,1,34,6
Alltag,220,0,0,133,29,7,1,12,2,34,2
Klein- und Mittelbetrieb,219,0,0,133,38,0,6,5,0,31,6
Kollektives Gedächtnis,219,0,0,78,68,23,14,0,2,29,5
Numerisches Verfahren,217,0,0,30,123,0,32,0,6,11,15
Innovationsmanagement,215,0,0,137,32,6,1,5,0,30,4
Massenmedien,213,0,0,100,58,10,2,3,6,31,3
Christentum,212,0,0,120,39,25,7,1,4,12,4
Soziale Ungleichheit,211,0,0,117,36,18,3,1,0,33,3
Psychologie,211,0,0,141,50,6,2,5,3,4,0
Modellierung,210,0,0,32,83,1,14,1,1,46,32
Physik,210,0,0,65,129,1,6,3,3,3,0
Mensch-Maschine-Kommunikation,208,0,3,40,55,3,70,1,7,19,10
Geschichte,201,0,0,110,61,10,4,4,1,11,0
Informatik,201,0,0,38,138,1,15,3,1,3,2
Rechtsvergleich,201,0,0,24,10,9,2,0,0,137,19
Informationsgesellschaft,200,0,0,110,46,13,3,6,6,16,0
Sozialwissenschaften,199,0,0,88,87,5,7,2,3,7,0
Data Mining,198,0,0,12,98,1,74,0,4,4,5
Algorithmus,197,0,0,54,88,1,29,1,2,12,10
Grundschule,195,0,0,129,8,7,0,8,0,42,1
Wirtschaftswissenschaften,195,0,112,27,45,3,2,2,1,1,2
Forschung,193,0,0,78,61,19,3,1,2,26,3
Bildverarbeitung,193,0,0,17,89,9,53,3,5,10,7
Optimierung,192,0,0,24,96,0,40,3,4,11,14
Umweltschutz,191,0,0,75,75,4,9,4,7,13,4
Wirtschaftstheorie,190,0,80,38,53,4,3,2,3,6,1
Juden,190,0,0,102,41,13,9,4,4,15,2
Geschlechterrolle,188,0,0,91,55,9,4,3,7,18,1
Staat,186,0,0,85,45,13,7,3,2,24,7
Projektmanagement,182,0,0,129,35,0,2,1,1,11,3
Führungskraft,179,0,0,140,7,1,0,4,0,25,2
Verbraucherverhalten,179,0,0,81,33,2,2,4,1,49,7
Pädagogik,179,0,0,125,21,14,0,2,0,17,0
Außenpolitik,179,0,0,94,42,2,3,5,3,23,7
Schüler,178,0,0,114,13,2,0,1,1,43,4
Datensicherung,178,0,1,54,47,4,55,7,1,3,6
Naturwissenschaften,177,0,0,77,68,9,8,2,3,9,1
Nanostrukturiertes Material,177,0,0,5,126,0,18,0,5,13,10
Internationale Politik,176,0,0,52,89,2,4,1,6,18,4
Python Programmiersprache,174,0,0,31,140,0,0,2,0,1,0
Arbeitsmarkt,173,0,19,50,62,1,7,2,4,19,9
Cloud Computing,173,0,0,22,107,1,24,4,1,11,3
Menschenrecht,173,0,0,49,59,11,9,2,3,29,11
R Programm,172,0,0,38,125,0,2,6,0,0,1
Experiment,169,0,80,35,33,1,2,3,1,13,1
Electronic Commerce,168,0,0,92,32,3,15,7,3,13,3
Personalpolitik,166,0,0,124,24,1,1,1,0,14,1
Simulation,166,1,1,27,56,1,13,0,7,46,14
Reform,165,0,0,77,35,11,5,2,3,29,3
Controlling,165,0,0,125,4,3,0,2,0,29,2
Ästhetik,163,0,0,70,49,6,3,0,3,30,2
Gesundheitswesen,162,0,0,73,54,7,8,4,0,13,3
Finite-Elemente-Methode,162,0,4,21,70,0,6,1,2,29,29
Familie,162,0,0,101,26,1,2,4,2,22,4
Design,161,0,0,65,67,8,5,3,1,12,0
Dynamisches System,161,0,0,16,115,0,21,1,1,3,4
Lehrer,161,0,0,90,18,1,1,3,1,46,1
Drittes Reich,159,0,0,102,14,18,3,1,0,20,1
Medien,158,0,0,87,28,11,5,8,2,15,2
Gewalt,158,0,0,73,39,12,5,2,4,19,4
Umweltpolitik,157,0,19,46,69,1,10,1,5,4,2
Markenpolitik,155,0,0,98,13,0,0,3,0,39,2
Risikomanagement,155,0,0,58,58,2,2,1,0,27,7
Organisation,154,0,0,89,34,2,1,3,2,21,2
Soziale Integration,154,0,0,86,23,11,1,4,1,23,5
Datenschutz,153,0,0,45,39,9,7,2,0,45,6
MATLAB,151,0,0,30,109,0,0,3,2,5,2
Methodologie,151,0,56,32,46,3,0,1,10,2,1
Theologie,151,0,0,98,14,15,3,1,2,13,5
Bildung,151,0,0,82,23,8,9,3,0,23,3
Kapitalismus,149,0,0,81,51,1,1,2,4,7,2
Mathematikunterricht,149,0,0,81,19,2,1,1,0,44,1
Wissenschaft,148,0,0,75,41,9,5,1,2,12,3
Gefühl,147,0,0,62,43,6,7,5,0,19,5
Krise,147,0,0,101,16,13,5,1,0,9,2
Kryptologie,146,0,0,18,51,0,64,3,3,4,3
Regulierung,145,0,0,30,53,5,11,1,0,38,7
Sprache,145,0,0,57,62,7,3,3,1,9,3
Partielle Differentialgleichung,145,0,0,5,100,0,33,0,1,1,5
Wissensmanagement,144,0,0,65,39,0,10,2,7,19,2
Judentum,143,0,0,72,31,15,10,1,0,9,5
Armut,141,0,0,62,46,1,6,4,2,15,5
Moderne,141,0,0,69,42,8,3,0,4,13,2
Europäische Integration,141,0,0,57,29,20,3,3,3,21,5
Auswirkung,141,0,0,81,31,10,3,4,1,8,3
Feminismus,141,0,0,61,54,4,1,2,5,11,3
Neuronales Netz,140,0,1,13,75,0,25,1,1,11,13
Innenarchitektur,140,0,0,54,68,4,1,9,4,0,0
Systemtheorie,139,0,1,70,22,5,8,1,2,28,2
Aufsatzsammlung,138,0,0,35,83,4,8,5,3,0,0
Judenvernichtung,137,0,0,63,37,6,7,7,1,15,1
Klimaschutz,137,0,0,75,21,5,0,9,2,19,6
Geschlechterforschung,137,0,0,76,24,16,0,0,3,15,3
Interaktion,136,0,19,41,23,5,1,4,1,32,10
Internet der Dinge,136,0,1,11,99,0,23,0,0,2,0
Bekämpfung,136,0,0,54,35,4,6,2,3,28,4
Technik,135,1,1,67,41,8,5,3,1,8,0
Biotechnologie,135,0,0,19,86,2,7,2,7,5,7
Begriff,135,0,0,77,3,8,1,2,0,42,2
Lehrbuch,135,0,0,105,29,0,0,1,0,0,0
Nanotechnologie,135,0,0,6,87,0,21,1,5,12,3
Mitgliedsstaaten,133,0,0,22,52,10,7,1,3,30,8
Unterricht,133,0,0,86,20,4,1,6,0,14,2
Religionsunterricht,133,0,0,103,4,7,0,8,0,10,1
Landwirtschaft,133,0,38,23,51,2,6,1,3,5,4
Kolonialismus,133,0,0,36,60,7,7,0,3,14,6
Lebensmittel,132,0,0,46,62,2,2,5,3,7,5
Nanopartikel,132,0,0,3,50,0,9,1,3,27,39
Rechtsradikalismus,132,0,0,94,16,8,1,1,0,10,2
Psychoanalyse,132,0,0,97,10,10,3,5,0,6,1
Deep learning,132,0,1,7,74,0,39,1,1,7,2
Nanostruktur,130,0,0,1,83,0,10,0,6,11,19
Architekturtheorie,129,0,0,38,65,5,2,0,3,13,3
Sozialpolitik,128,0,0,58,44,6,4,0,1,11,4
Roman,128,0,0,22,66,1,1,2,5,22,9
Qualitätsmanagement,128,0,0,89,15,1,3,2,0,15,3
Logistik,128,0,0,86,24,4,0,1,0,12,1
Wirtschaftswachstum,128,0,0,22,82,0,8,2,1,9,4
Deutschunterricht,126,0,0,92,1,5,0,10,0,18,0
Prozessmanagement,126,0,0,78,19,4,11,1,0,10,3
Software Engineering,126,0,0,28,56,1,26,1,5,5,4
Personalentwicklung,126,0,0,95,15,1,0,4,0,11,0
Weltwirtschaft,126,0,29,32,52,2,6,1,2,2,0
World Wide Web,126,0,0,36,35,0,43,4,1,4,3
Öffentlicher Raum,126,0,0,39,58,6,5,0,2,15,1
Vergangenheitsbewältigung,126,0,0,81,11,16,0,3,0,14,1
Geschichtsschreibung,125,0,0,30,57,7,11,0,3,13,4
Kritik,125,0,0,87,13,3,0,6,1,15,0
Rechnernetz,125,0,0,27,61,2,24,3,5,3,0
Quantenmechanik,125,0,0,13,101,0,7,1,0,0,3
Datenverarbeitung,125,0,28,15,57,2,13,2,0,2,6
Identität,123,0,0,49,35,10,0,0,2,23,4
Soziales Netzwerk,122,0,0,42,39,5,4,2,1,23,6
Strömungsmechanik,122,0,0,19,73,0,15,2,4,6,3
Erfolgsfaktor,121,0,0,79,6,1,0,2,0,31,2
Lehrerbildung,121,0,0,66,11,9,0,1,0,32,2
Empirische Sozialforschung,120,0,0,75,29,1,0,5,2,7,1
Inklusion Soziologie,119,0,0,73,12,11,0,3,0,17,3
Supply Chain Management,119,0,0,63,34,6,1,0,0,12,3
Psychotherapie,118,0,0,101,5,3,0,1,0,7,1
Rassismus,117,0,0,66,29,2,1,1,1,14,3
Kreditmarkt,117,0,52,16,34,1,4,0,0,9,1
Multinationales Unternehmen,117,0,0,29,44,1,5,1,4,32,1
Finanzierung,117,0,0,61,29,0,5,2,0,18,2
Mustererkennung,117,0,0,6,38,0,61,0,3,2,7
Bevölkerungsentwicklung,116,0,11,51,16,8,1,5,2,17,5
Flüchtling,115,0,0,60,26,2,1,6,1,16,3
Polymere,115,0,0,6,70,0,6,0,7,10,16
Verwaltung,114,0,0,52,27,9,3,1,0,20,2
Kooperation,114,0,0,52,15,14,2,1,0,27,3
Visualisierung,114,0,0,42,48,1,8,7,0,6,2
Unternehmensgründung,114,0,0,70,16,0,1,2,0,22,3
Verteiltes System,113,0,1,12,25,1,62,1,4,4,3
Steuerrecht,113,0,0,70,22,4,0,0,0,13,4
Alter,112,0,0,75,10,4,1,1,0,17,4
Thermodynamik,112,0,0,41,58,0,2,1,2,3,5
Geschäftsmodell,112,0,0,81,10,2,1,3,0,14,1
Umweltökonomie,111,0,30,16,56,0,3,0,0,2,4
Lernen,111,0,0,68,19,2,2,5,0,11,4
Analysis,111,0,0,67,33,0,6,2,0,2,1
Arbeitswelt,110,0,0,74,13,1,1,4,2,12,3
Kulturelle Identität,110,0,0,42,37,4,5,1,4,12,5
Bildungspolitik,110,0,0,50,29,7,0,5,0,17,2
Kraftfahrzeugindustrie,110,0,0,52,12,3,0,1,2,36,4
Regionalentwicklung,110,0,0,40,47,9,5,0,1,7,1
Strafrecht,110,0,0,56,5,6,3,2,1,33,4
Bibliothek,109,0,0,59,33,5,3,3,1,5,0
Erwachsenenbildung,109,0,0,60,25,3,1,5,0,13,2
Netzwerk,108,0,0,32,37,4,6,1,4,13,11
Soziale Situation,108,0,1,44,36,4,1,2,5,11,4
E-Learning,108,0,0,42,22,8,14,6,2,10,4
Dissertation,107,0,0,2,3,0,0,0,0,87,15
Gewalttätigkeit,107,0,0,65,21,5,1,1,3,11,0
Kindertagesstätte,107,0,0,86,2,1,0,4,0,13,1
Maschinelles Sehen,107,0,0,1,40,2,49,0,0,13,2
Schwarze,107,0,0,13,82,1,0,0,6,0,5
Wissenschaftliches Arbeiten,107,0,0,83,18,1,0,4,0,0,1
Numerische Mathematik,106,0,0,24,55,0,22,1,2,1,1
Virtuelle Realität,105,0,0,23,37,1,18,1,1,19,5
Raum,105,0,0,33,38,8,8,1,0,13,4
Geldpolitik,105,0,28,17,41,1,10,0,1,6,1
Produktentwicklung,104,0,0,58,21,3,2,1,1,15,3
Eingebettetes System,104,0,1,8,42,3,23,3,3,14,7
Entwicklungspolitik,104,0,47,24,18,3,1,0,1,6,4
Signalverarbeitung,103,0,1,9,61,0,20,1,3,6,2
Corporate Social Responsibility,103,0,0,54,27,1,2,0,0,16,3
Kundenmanagement,103,0,0,68,12,1,0,0,1,19,2
Hochschulschrift,103,0,0,0,0,0,0,0,0,88,15
Integration,103,0,0,54,24,4,0,0,1,18,2
Studium,103,0,0,70,11,7,0,5,0,9,1
Interkulturalität,102,0,0,48,17,14,4,2,0,15,2
Fundamentalismus,102,0,0,63,19,1,1,4,4,8,2
Dienstleistung,102,0,0,56,14,10,1,2,0,16,3
Politischer Wandel,102,0,0,61,25,5,0,2,2,5,2
Lineare Algebra,102,0,0,58,39,0,0,3,0,2,0
Technische Innovation,101,0,0,15,74,1,3,1,2,4,1
Projekt,101,0,0,71,7,8,1,0,2,11,1
Geschlechtsunterschied,101,0,0,60,16,7,0,1,0,13,4
Spieltheorie,101,0,39,8,34,0,9,1,4,4,2
Einwanderer,101,0,0,47,20,7,1,3,0,20,3
Recycling,101,0,0,26,53,5,3,1,4,6,3
Sekundarstufe 1,101,0,0,70,0,0,0,10,0,21,0
Politische Philosophie,100,0,0,57,19,4,3,1,1,15,0
Chemie,100,0,0,46,41,0,2,6,3,1,1
Bioinformatik,100,0,0,4,52,0,22,0,3,5,14
Energiepolitik,100,0,0,48,29,4,1,1,0,12,5
Stochastischer Prozess,100,0,0,7,65,0,17,0,4,2,5
Inklusive Pädagogik,99,0,0,64,9,9,0,4,0,12,1
Kreativität,99,0,0,49,28,7,0,2,1,12,0
World Wide Web 2.0,99,0,0,60,17,2,2,5,3,8,2
Evaluation,99,0,0,51,25,6,0,4,3,10,0
Robotik,99,0,0,14,48,5,21,1,1,8,1
Medienpädagogik,98,0,0,62,13,6,1,3,0,12,1
Soziale Software,98,0,0,63,21,2,4,4,1,3,0
Kunststoff,98,0,0,34,51,1,2,0,2,5,3
Multikulturelle Gesellschaft,97,0,0,50,20,7,3,3,1,11,2
Anwendung,97,0,0,17,53,2,18,2,3,1,1
Mathematische Physik,97,0,0,8,65,0,20,2,1,0,1
Kulturkontakt,97,0,0,34,34,10,3,2,1,10,3
Geschlechterverhältnis,97,0,0,46,18,9,4,0,2,17,1
Zeitschrift,97,0,86,3,4,1,1,0,0,2,0
Tourismus,97,0,0,40,36,4,3,3,3,3,5
Computerspiel,97,0,0,30,53,0,4,2,0,6,2
Bautechnik,97,0,0,75,14,2,3,2,1,0,0
Raumordnung,97,0,0,36,21,19,3,4,0,9,5
Sozioökonomischer Wandel,96,0,0,59,22,4,2,2,1,6,0
Umweltbelastung,96,0,8,20,47,1,5,2,3,7,3
Krankenhaus,96,0,0,55,8,0,0,0,0,28,5
Finanzkrise,96,0,0,32,44,1,9,2,0,6,2
Messung,96,0,0,24,40,1,2,1,2,18,8
Ökonometrie,95,0,60,5,23,0,2,0,2,1,2
Vielfalt,95,0,0,58,17,6,2,1,0,8,3
Völkerrecht,95,0,0,23,14,3,5,1,1,41,7
Diskurs,95,0,0,37,17,2,3,1,0,26,9
Graphentheorie,95,0,0,15,46,0,23,1,3,5,2
Umweltverträglichkeit,95,0,0,49,29,6,0,3,5,3,0
Java Programmiersprache,95,0,0,42,45,0,2,3,2,1,0
Wahrscheinlichkeitsrechnung,94,0,0,49,32,0,10,2,1,0,0
Mehragentensystem,94,0,0,6,15,0,60,0,1,7,5
App Programm,94,0,0,25,59,0,0,2,0,7,1
Bildungsforschung,94,0,0,56,14,11,0,1,0,12,0
Widerstand,94,0,0,62,14,6,1,2,0,7,2
Informationssystem,94,0,0,12,23,2,37,2,2,12,4
Politische Theorie,93,0,0,48,23,1,3,1,0,14,3
Gesundheitsförderung,93,0,0,67,3,6,0,1,1,14,1
Terrorismus,93,0,0,38,25,4,5,2,1,13,5
Internationale Kooperation,93,0,0,22,48,7,0,0,2,11,3
Antisemitismus,93,0,0,56,11,4,6,4,0,9,3
Verfassungsrecht,92,0,0,19,11,12,3,1,0,39,7
Zweiter Weltkrieg,92,0,0,42,25,7,4,4,2,8,0
Verbundwerkstoff,92,0,0,4,64,0,5,0,6,7,6
Information Retrieval,92,0,0,9,32,1,40,0,2,7,1
Politische Bildung,92,0,0,66,2,8,0,3,0,12,1
Entrepreneurship,92,0,0,23,49,1,4,1,0,12,2
Governance,91,0,0,33,29,4,4,0,0,20,1
Mehrsprachigkeit,91,0,0,30,38,5,5,1,1,9,2
Diskursanalyse,91,0,0,27,30,4,2,0,2,24,2
Biodiversität,91,0,0,25,28,2,5,3,0,8,20
Sozialisation,91,0,0,66,4,6,0,1,0,12,2
Digitale Revolution,91,0,0,49,23,8,1,1,0,7,2
Ökologie,91,0,0,41,37,5,2,0,2,1,3
Politische Beteiligung,90,0,0,29,27,4,3,2,1,19,5
Eltern,90,0,0,75,4,0,1,1,0,9,0
Corporate Governance,90,0,0,30,36,1,1,0,1,20,1
Linguistik,90,0,0,29,41,3,6,2,2,4,3
Bildgebendes Verfahren,90,0,0,5,45,6,16,0,1,6,11
Zeit,90,0,0,41,31,4,4,0,2,7,1
Soziologische Theorie,89,0,0,65,7,2,1,2,0,12,0
Regionalplanung,89,0,0,33,28,8,5,5,4,3,3
Politische Kultur,89,0,0,46,19,6,0,1,2,10,5
Psychisches Trauma,89,0,0,69,4,8,0,2,0,4,2
Mitarbeiter,89,0,0,52,9,2,1,2,0,22,1
Macht,89,0,0,45,19,7,3,1,1,11,2
Informationsmanagement,89,0,0,48,18,0,8,1,0,9,5
Medizin,89,0,0,31,24,11,11,0,2,8,2
Denkmalpflege,88,2,0,35,19,12,3,3,0,13,1
Entscheidungsfindung,88,0,0,22,24,2,10,1,1,20,8
Sicherheitspolitik,88,0,0,37,22,5,5,2,0,15,2
Mobile Computing,88,0,0,9,46,0,25,0,4,0,4
Bürgerbeteiligung,88,0,0,34,20,5,1,2,3,18,5
Kosmologie,88,0,0,17,49,1,16,0,1,2,2
Migrationshintergrund,88,0,0,54,4,4,0,2,0,22,2
Pandemie,87,0,0,60,21,2,2,0,0,2,0
Fachdidaktik,87,0,0,67,3,5,0,3,0,9,0
Politisches System,87,0,0,59,17,0,1,0,2,7,1
Verstädterung,86,0,0,13,50,2,2,1,7,2,9
Strukturwandel,86,0,0,45,20,9,0,1,2,8,1
Sekundarstufe,86,0,0,67,6,1,0,3,0,8,1
Wahrnehmung,86,0,0,48,12,3,0,1,0,17,5
Lyrik,86,0,0,37,37,1,1,0,1,8,1
Künste,86,0,0,31,25,20,5,2,0,1,2
Halbleiter,86,0,0,2,61,0,2,0,0,12,9
Antike,86,0,0,32,28,8,9,1,0,4,4
COVID-19,85,0,0,53,24,3,3,0,0,2,0
Chancengleichheit,85,0,0,45,12,4,2,1,0,19,2
Change Management,85,0,0,67,6,5,0,0,0,7,0
Ausbildung,85,0,35,22,18,3,1,1,1,4,0
Krieg,85,0,0,26,28,6,5,1,3,16,0
JavaScript,85,0,0,15,70,0,0,0,0,0,0
Mathematische Modellierung,85,0,0,13,51,0,10,1,2,6,2
Erziehung,85,0,0,59,17,3,0,0,0,4,2
Mensch,84,0,0,53,13,4,3,2,1,6,2
Schriftsteller,84,0,0,63,10,2,0,7,0,1,1
Elementarteilchenphysik,84,0,0,20,43,1,17,1,0,1,1
Fotografie,84,0,0,25,37,3,2,0,1,12,4
Arbeitsbedingungen,84,0,0,37,14,2,4,4,3,18,2
Wandel,84,0,0,51,9,4,5,3,1,9,2
Benutzerfreundlichkeit,84,0,1,28,21,0,21,1,2,8,2
Politische Kommunikation,83,0,0,34,15,3,1,2,0,26,2
Energiebewusstes Bauen,83,0,0,31,36,2,2,9,0,1,2
Agrarpolitik,83,0,38,11,24,2,2,0,2,4,0
Welthandel,83,0,29,7,36,0,6,0,2,3,0
Soft Computing,82,0,0,8,40,0,29,0,4,1,0
Erster Weltkrieg,82,0,0,39,21,6,3,5,2,5,1
Technischer Fortschritt,82,0,10,27,38,1,1,2,0,2,1
Ländlicher Raum,82,0,0,42,17,7,2,1,1,9,3
Komplexes System,82,0,0,9,44,1,16,0,1,7,4
Journalismus,82,0,0,50,10,2,0,0,0,19,1
Fernerkundung,81,0,0,2,46,2,5,0,3,7,16
Organisationsentwicklung,81,0,0,70,3,2,0,0,0,6,0
Energieeffizienz,80,0,0,37,23,2,0,5,1,10,2
Einwanderung,80,0,0,35,22,11,2,1,1,7,1
Unternehmenskultur,80,0,0,50,11,4,1,0,1,13,0
Forschungsmethode,80,0,0,38,36,2,1,0,1,2,0
Geologie,80,0,0,27,38,1,7,0,1,1,5
Bank,80,0,0,39,12,4,0,0,1,21,3
Spanisch,80,0,0,16,48,1,4,1,2,5,3
CAD,79,0,0,18,40,1,11,0,2,5,2
Deutsche,79,0,0,49,7,4,0,2,1,15,1
Benutzeroberfläche,79,0,0,13,23,1,33,2,0,5,2
Industrie 4.0,79,0,0,49,13,2,5,2,0,6,2
Umwelt,79,0,5,33,29,4,4,0,2,2,0
Wahrscheinlichkeitstheorie,78,0,0,18,46,0,13,0,0,0,1
Quantenmechanisches System,78,0,0,1,51,0,4,0,2,5,15
Risikoanalyse,78,0,0,23,35,1,3,1,3,7,5
Gartengestaltung,78,0,0,57,13,1,1,5,1,0,0
Umfrage,78,0,0,50,6,0,0,1,2,18,1
Öffentlichkeitsarbeit,78,0,0,54,6,1,0,1,0,15,1
Organisationswandel,78,0,0,46,17,0,2,1,0,12,0
Diskriminierung,78,0,0,39,20,2,0,1,0,16,0
Professionalisierung,78,0,0,39,0,6,0,1,0,31,1
Stadtgestaltung,77,0,0,16,49,5,1,0,2,3,1
Musik,77,0,1,32,21,6,9,0,1,6,1
Bauökologie,77,0,0,23,45,2,4,2,1,0,0
Geldtheorie,77,0,59,3,12,0,0,0,0,2,1
Wasserversorgung,77,0,0,19,47,1,3,3,1,2,1
Einführung,77,0,0,56,14,0,0,6,0,1,0
Demokratisierung,77,0,0,28,22,6,2,0,0,15,4
Mobile Telekommunikation,76,0,0,25,34,2,6,0,3,6,0
Nationalbewusstsein,76,0,0,23,30,2,3,0,5,12,1
Öffentlichkeit,76,0,0,33,16,8,3,0,1,15,0
Werkstoffkunde,76,0,0,37,29,0,2,5,1,2,0
Berechnung,76,0,0,47,20,0,0,1,0,6,2
Literaturwissenschaft,76,0,0,37,19,7,6,2,1,3,1
Biologie,76,0,0,31,36,0,4,0,2,3,0
Postkolonialismus,76,0,0,24,38,1,3,0,1,6,3
Makroökonomie,75,0,31,13,27,0,2,0,1,1,0
Internationalisierung,75,0,0,34,15,4,6,0,0,16,0
Nationalismus,75,0,0,26,35,1,3,0,2,5,3
Stabilität,75,0,0,6,37,0,8,0,2,11,11
Prognoseverfahren,75,0,52,10,5,0,0,2,0,2,4
Gebäude,75,0,0,23,43,1,0,3,0,2,3
Kongress,75,0,0,4,6,4,60,0,1,0,0
Mobilfunk,75,0,0,13,33,0,16,1,1,11,0
Sicherheit,75,0,0,24,26,3,9,1,2,7,3
Online-Marketing,75,0,0,49,14,0,0,3,0,9,0
Geometrie,74,0,0,15,37,2,16,0,0,2,2
Natur,74,0,0,40,18,4,2,0,0,9,1
Sonderpädagogik,74,0,0,53,5,3,0,2,0,10,1
Wettbewerb,74,0,0,24,22,2,5,0,0,19,2
Zeitreihenanalyse,74,0,0,15,36,0,3,0,1,6,13
Qualitative Sozialforschung,74,0,0,45,18,4,1,1,0,4,1
Differentialgleichung,74,0,0,12,43,0,16,1,0,2,0
Numerische Strömungssimulation,74,0,0,6,28,0,5,0,2,26,7
Silicium,74,0,0,3,20,0,1,0,2,26,22
Partizipation,74,0,0,34,16,0,4,2,0,15,3
Prognose,73,0,19,19,22,1,1,0,0,7,4
Automation,73,0,0,26,19,2,9,2,0,11,4
Differentialgeometrie,73,0,0,8,47,0,13,0,0,1,4
Bewältigung,73,0,0,53,3,2,0,1,0,11,3
Schulentwicklung,73,0,0,48,5,7,0,2,0,10,1
Wohnungsbau,73,0,0,26,31,1,1,2,0,12,0
Wirtschaftsethik,73,0,0,32,16,14,2,1,1,5,2
Sport,73,0,0,43,10,5,2,2,1,5,5
Lebensbedingungen,72,0,0,46,10,4,0,1,0,10,1
Abwasserreinigung,72,0,0,6,40,2,1,0,10,6,7
Bewertung,72,0,1,32,13,0,3,1,2,18,2
Sozialpädagogik,72,0,0,61,0,0,0,2,0,9,0
Behinderung,72,0,0,39,13,3,2,0,0,14,1
Konfliktregelung,72,0,0,40,17,2,0,4,1,5,3
Kundenorientierung,72,0,0,50,1,3,0,2,0,15,1
Soziale Gerechtigkeit,72,0,0,36,21,4,1,1,1,6,2
Astrophysik,72,0,0,8,37,0,16,1,1,6,3
Wirtschaftsinformatik,71,0,24,23,18,0,0,1,1,4,0
Theater,71,0,0,24,19,13,1,1,2,9,2
Tod,71,0,0,50,6,3,2,4,0,4,2
