Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Christentum,219,0,0,118,41,30,6,2,4,15,3
Rechtsvergleich,215,0,0,30,17,13,2,0,0,132,21
Alltag,214,0,0,146,24,8,1,9,1,23,2
Methode,214,0,0,112,72,4,4,8,2,6,6
Computersimulation,213,1,31,8,87,0,16,1,3,20,46
Klein- und Mittelbetrieb,211,0,0,119,41,2,7,3,1,35,3
Innovation,211,0,1,57,89,5,7,2,4,36,10
Kollektives Gedächtnis,210,0,0,81,68,18,13,1,1,24,4
Geschlechterrolle,209,0,0,97,58,7,6,4,8,29,0
Pädagogik,209,0,0,145,22,16,0,5,0,20,1
Big Data,208,0,0,34,127,2,33,1,2,2,7
Sozialwissenschaften,207,0,0,96,83,4,9,3,4,8,0
Softwareentwicklung,206,0,0,53,80,0,42,6,8,11,6
Städtebau,206,0,0,73,90,12,9,4,4,12,2
Erneuerbare Energien,203,1,0,73,68,7,11,8,7,20,8
Wirtschaftstheorie,202,0,80,55,47,4,5,1,2,7,1
Controlling,200,0,0,160,5,2,0,2,0,29,2
Familie,199,0,0,134,24,4,4,3,2,25,3
Entwicklung,197,0,25,105,38,5,6,2,0,14,2
Electronic Commerce,197,0,0,95,38,3,32,4,2,20,3
Gesundheitswesen,195,0,0,82,67,7,10,4,3,18,4
Ästhetik,194,0,0,83,52,11,6,1,0,38,3
Personalpolitik,194,0,0,146,27,0,1,5,1,13,1
Mensch-Maschine-Kommunikation,191,0,5,38,61,3,55,1,7,13,8
Menschenrecht,191,0,0,55,67,9,13,2,4,32,9
Forschung,188,0,0,83,51,14,4,4,2,28,2
Programmierung,186,0,0,67,87,0,20,5,2,2,3
Grundschule,186,0,0,126,9,4,0,6,0,39,2
Internationale Politik,186,0,0,63,88,2,4,1,8,16,4
Rechtsradikalismus,184,0,0,133,17,10,0,5,0,18,1
Staat,184,0,0,79,42,18,6,3,2,26,8
Drittes Reich,182,0,0,122,21,16,2,2,0,18,1
Verbraucherverhalten,182,0,0,84,32,3,3,6,2,44,8
Prävention,181,0,0,113,29,4,1,4,3,26,1
Optimierung,180,0,0,25,95,0,33,3,3,11,10
Datenschutz,178,0,0,58,38,10,14,3,0,47,8
Bildverarbeitung,178,0,0,22,87,7,42,3,5,6,6
Schüler,177,0,0,118,12,4,0,1,1,36,5
Social Media,177,0,1,68,65,2,10,1,0,25,5
Kapitalismus,176,0,0,102,53,2,1,4,3,9,2
Umweltpolitik,174,0,20,43,82,2,10,1,4,8,4
Gewalt,174,0,0,79,40,12,5,4,2,27,5
Risikomanagement,173,0,0,76,58,1,1,2,0,28,7
Informatik,173,0,0,43,109,0,13,2,1,3,2
Mathematikunterricht,170,0,0,93,28,1,1,1,1,42,3
Naturwissenschaften,169,0,0,76,64,7,8,2,1,9,2
Sozialpolitik,169,0,0,84,51,10,6,2,1,11,4
Design,169,0,0,68,69,9,9,2,1,11,0
Lehrer,169,0,0,92,18,3,2,0,1,49,4
Wissenschaft,167,0,0,74,50,12,9,2,2,16,2
Europäische Integration,167,0,0,72,34,21,3,2,4,25,6
Modellierung,165,0,0,23,69,1,14,1,4,31,22
Kolonialismus,165,0,0,48,81,5,4,1,6,12,8
Algorithmus,164,0,0,40,72,0,33,0,1,8,10
Führungskraft,164,0,0,128,9,1,0,2,0,22,2
Medien,164,0,0,97,23,15,4,6,2,16,1
Gefühl,164,0,0,75,46,9,8,4,0,17,5
Regulierung,162,0,0,32,67,4,12,2,0,35,10
Python,162,0,0,34,125,0,0,3,0,0,0
Supply Chain Management,161,0,0,68,55,8,3,2,1,21,3
Qualitätsmanagement,161,0,0,117,13,1,3,1,1,20,5
Psychoanalyse,161,0,0,123,8,10,2,10,0,8,0
Markenpolitik,161,0,0,101,21,4,0,1,1,29,4
Armut,160,0,0,74,42,2,9,3,3,21,6
Arbeitsmarkt,159,0,19,46,60,1,5,0,3,20,5
Informationsgesellschaft,158,0,0,88,31,12,1,7,6,13,0
Organisation,158,0,0,83,40,3,2,3,1,25,1
Moderne,157,0,0,73,45,9,2,1,7,18,2
Wissensmanagement,156,0,0,66,36,2,12,3,9,25,3
Quantenmechanik,154,0,0,26,114,0,8,2,1,1,2
Finite-Elemente-Methode,153,0,6,28,63,0,5,3,5,21,22
Theologie,153,0,1,96,14,16,5,0,2,14,5
Internet der Dinge,153,0,1,17,105,0,24,0,0,3,3
Soziale Integration,152,0,0,89,26,7,0,3,0,21,6
Strafrecht,152,0,0,89,6,12,2,2,0,37,4
Bildung,151,0,0,76,24,15,8,2,1,22,3
R,151,0,0,33,111,0,1,5,1,0,0
Landwirtschaft,151,0,44,24,64,2,4,2,0,6,5
Geschlechterforschung,150,0,0,79,26,20,1,2,2,18,2
Feminismus,150,0,0,69,58,4,2,3,5,7,2
Analysis,150,0,0,92,46,0,6,5,0,1,0
Wirtschaftswachstum,150,0,0,22,96,1,15,5,1,8,2
Logistik,149,0,0,108,19,3,1,1,1,14,2
Prozessmanagement,149,0,0,101,11,2,11,2,2,16,4
Judenvernichtung,148,0,0,75,39,10,3,4,1,13,3
Numerisches Verfahren,148,0,0,20,80,0,22,0,5,9,12
Judentum,147,0,0,78,30,16,8,1,2,11,1
Strömungsmechanik,146,0,0,40,74,0,18,3,5,4,2
Cloud Computing,146,0,0,18,84,3,22,2,2,12,3
Finanzierung,145,0,0,83,29,3,5,3,0,20,2
Dynamisches System,144,0,0,15,97,0,23,0,1,3,5
Politisches System,144,0,0,110,22,1,1,2,0,6,2
Politische Philosophie,144,0,0,75,41,5,3,2,0,17,1
Empirische Sozialforschung,144,0,0,86,34,4,0,5,2,11,2
Methodologie,143,0,57,27,41,2,1,1,10,3,1
Kritik,143,0,0,104,15,4,0,7,0,12,1
Simulation,143,1,0,25,41,0,18,0,4,41,13
Nanostrukturiertes Material,142,0,0,2,100,0,11,0,2,15,12
Personalentwicklung,142,0,0,106,17,1,1,4,1,11,1
Rassismus,141,0,0,74,38,5,2,1,1,19,1
Kryptologie,141,0,0,28,46,0,56,4,2,2,3
Lehrerbildung,141,0,0,76,12,13,1,2,1,32,4
Datensicherung,140,0,0,48,39,2,35,7,1,4,4
Partielle Differentialgleichung,140,0,0,8,95,0,34,0,1,1,1
Soziale Situation,140,0,0,69,38,4,2,1,8,14,4
Thermodynamik,139,0,0,75,52,0,2,5,3,1,1
Roman,138,0,0,34,60,3,1,0,3,24,13
Geschichtsschreibung,137,0,0,42,56,10,13,0,2,10,4
Interaktion,136,0,15,47,33,5,1,3,1,22,9
Krise,136,0,0,94,20,8,5,1,0,6,2
Identität,135,0,0,48,35,14,2,0,2,28,6
Umweltschutz,134,0,0,51,56,1,6,5,5,7,3
Weltwirtschaft,133,0,27,39,53,1,6,1,4,2,0
Technischer Fortschritt,133,0,24,36,59,2,5,1,0,5,1
Umweltökonomie,132,0,37,22,57,0,3,2,1,6,4
Mitgliedsstaaten,132,0,0,25,46,8,6,1,3,34,9
Unterricht,132,0,0,92,16,3,0,3,0,15,3
Wissenschaftliches Arbeiten,132,0,0,105,18,3,0,5,0,0,1
Lehrbuch,132,0,0,107,23,0,0,2,0,0,0
Religionsunterricht,130,0,0,103,1,9,0,7,0,9,1
Sprache,130,0,0,60,51,6,1,2,1,7,2
Unternehmensgründung,130,0,0,69,29,1,1,3,2,21,4
Multinationales Unternehmen,130,0,0,33,47,2,7,0,3,36,2
Vergangenheitsbewältigung,130,0,0,83,15,13,1,3,0,15,0
Spieltheorie,129,0,51,15,41,0,8,4,6,2,2
Reform,128,0,0,65,26,7,5,2,3,18,2
Systemtheorie,128,0,1,65,21,2,8,2,2,25,2
Begriff,128,0,0,71,10,8,1,3,0,35,0
Lineare Algebra,128,0,0,84,38,0,0,4,0,2,0
Studium,127,0,0,86,13,5,1,8,0,10,4
Bevölkerungsentwicklung,127,0,13,63,15,6,5,7,1,14,3
Deutschunterricht,127,0,0,87,2,5,0,10,0,22,1
Corporate Social Responsibility,127,0,0,67,39,1,1,0,0,16,3
E-Learning,125,0,0,50,25,11,13,5,7,9,5
Steuerrecht,125,0,0,77,26,2,0,1,0,15,4
Kulturelle Identität,125,0,0,46,42,7,10,1,2,15,2
Lernen,124,0,0,73,29,3,2,3,0,11,3
Krieg,124,0,0,45,44,5,6,2,4,18,0
MATLAB,123,0,0,28,82,0,0,4,2,5,2
Experiment,123,0,57,30,21,0,2,3,1,7,2
Verwaltung,123,0,0,55,37,5,4,1,2,18,1
Kreditmarkt,122,0,57,14,40,1,1,1,1,6,1
Visualisierung,122,0,0,36,53,1,13,4,1,9,5
Flüchtling,121,0,0,65,28,4,1,5,1,15,2
Arbeitswelt,121,0,0,80,15,7,0,4,2,10,3
Lyrik,120,0,0,54,44,0,2,1,1,15,3
Informationsmanagement,118,0,0,67,23,0,10,0,0,11,7
Architekturtheorie,118,0,0,38,64,3,4,0,2,6,1
Geschlechtsunterschied,118,0,0,67,12,9,0,6,0,20,4
Erwachsenenbildung,118,0,0,67,25,4,0,5,0,13,4
Diskurs,117,0,0,43,17,0,3,1,0,46,7
Multikulturelle Gesellschaft,117,0,0,54,33,8,7,1,1,11,2
Bildungspolitik,117,0,0,53,34,11,0,2,0,16,1
Kundenmanagement,117,0,0,76,12,1,1,1,1,22,3
Finanzkrise,116,0,0,36,58,3,5,2,1,6,5
Java,116,0,0,52,53,0,3,5,2,1,0
Innenarchitektur,116,0,0,43,53,6,1,10,2,1,0
Klimaschutz,116,0,0,65,21,3,0,6,2,15,4
Zweiter Weltkrieg,115,0,0,56,28,7,1,6,5,9,3
Sekundarstufe 1,115,0,0,85,1,0,0,8,0,20,1
Computerspiel,115,0,0,36,61,1,2,1,0,10,4
Antisemitismus,115,0,0,73,14,6,6,4,0,12,0
Psychotherapie,114,0,0,97,3,4,0,1,0,7,2
Gewalttätigkeit,114,0,0,79,13,8,1,2,2,8,1
Integration,114,0,0,59,34,1,2,2,1,11,4
Erfolgsfaktor,114,0,0,76,4,2,0,2,0,28,2
Alter,113,0,0,69,15,5,1,1,0,20,2
Völkerrecht,113,0,0,36,16,4,6,1,2,42,6
Schwarze,113,0,0,13,85,1,0,0,8,1,5
Neuronales Netz,113,0,1,14,58,0,25,1,2,5,7
Interkulturalität,112,0,0,56,16,14,4,0,0,16,6
Inklusion,112,0,0,69,8,11,1,2,0,18,3
Online-Ressource,112,0,1,7,12,1,0,0,0,49,42
Biotechnologie,112,0,0,21,65,2,4,2,7,4,7
Inklusive Pädagogik,112,0,0,76,8,8,0,4,0,15,1
Rechnernetz,112,0,0,31,54,2,12,4,6,3,0
Information Retrieval,111,0,0,14,27,1,57,0,3,6,3
Ökonometrie,111,0,70,8,27,0,2,0,1,2,1
Kooperation,111,0,0,53,15,11,1,2,0,27,2
Numerische Mathematik,110,0,0,29,46,0,26,3,2,1,3
Deep learning,110,0,1,5,63,1,35,0,1,3,1
Geschäftsmodell,110,0,0,68,13,2,3,4,0,19,1
Bibliothek,110,0,0,65,26,4,5,5,0,5,0
Terrorismus,109,0,0,51,34,3,1,2,3,12,3
Nanopartikel,109,0,0,3,40,0,9,1,2,22,32
Organisationsentwicklung,109,0,0,89,6,2,0,0,0,12,0
Verfassungsrecht,109,0,0,25,9,12,2,1,0,51,9
Diskursanalyse,109,0,0,20,45,5,3,0,4,29,3
Makroökonomie,108,0,27,24,43,0,3,2,4,5,0
Dissertation,108,0,0,3,4,0,0,0,0,88,13
Software Engineering,108,0,0,25,45,1,23,3,4,4,3
Erster Weltkrieg,108,0,0,56,32,8,1,4,1,6,0
Sicherheitspolitik,107,0,0,49,27,5,3,2,1,16,4
Evaluation,107,0,0,46,32,9,0,4,4,12,0
Wirtschaftsinformatik,107,0,31,44,27,0,1,1,0,3,0
Betriebswirtschaftslehre,107,0,0,99,5,1,1,1,0,0,0
Krankenhaus,107,0,0,61,6,0,0,1,1,32,6
Antike,107,0,0,48,33,5,10,1,1,4,5
Entrepreneurship,106,0,0,19,61,1,4,1,1,13,6
Entwicklungspolitik,106,0,35,29,26,3,1,1,2,7,2
Polymere,106,0,0,3,67,0,3,0,3,8,22
Stochastischer Prozess,106,0,0,9,70,0,15,0,3,4,5
Politischer Wandel,106,0,0,63,24,4,2,2,2,7,2
Wissenschaftliches Manuskript,105,0,0,81,14,0,0,8,0,2,0
Psychisches Trauma,105,0,0,76,6,7,0,3,0,10,3
Produktentwicklung,105,0,0,52,23,3,2,2,1,18,4
Linguistik,105,0,0,32,52,2,8,2,2,3,4
Entscheidungsfindung,104,0,0,31,35,0,8,1,1,20,8
Hochschulschrift,104,0,0,0,0,0,0,0,0,91,13
Auswirkung,104,0,0,67,23,4,3,3,0,4,0
Zeitschrift,104,0,91,4,4,1,1,0,0,3,0
Geschlechterverhältnis,104,0,0,50,13,10,4,3,2,22,0
Soziales Netzwerk,104,0,0,44,32,2,4,2,2,15,3
Raumordnung,103,0,0,38,24,19,2,4,0,11,5
Raum,103,0,0,34,36,9,7,1,0,12,4
Industrie 4.0,103,0,0,73,17,1,3,0,0,7,2
Wirtschaftsmathematik,103,0,17,70,12,0,2,2,0,0,0
Lebensmittel,103,0,0,37,49,2,3,3,1,4,4
Dienstleistung,102,0,0,59,14,6,0,2,0,17,4
Politische Bildung,102,0,0,76,1,8,0,1,0,15,1
World Wide Web,101,0,0,30,26,0,38,2,0,3,2
Nationalismus,101,0,0,33,45,3,4,1,2,11,2
Fotografie,101,0,0,33,46,6,2,1,1,10,2
Aufsatzsammlung,101,0,0,25,62,2,7,2,3,0,0
Bekämpfung,101,0,0,46,27,4,3,1,2,16,2
Nanotechnologie,101,0,0,6,62,1,15,2,2,12,1
Mehrsprachigkeit,101,0,0,36,35,9,6,1,1,11,2
Soziologische Theorie,101,0,0,77,13,2,0,1,0,8,0
Wahrnehmung,101,0,0,52,16,5,1,1,0,20,6
Medizin,101,0,0,39,27,10,13,0,1,7,4
Kulturkontakt,101,0,0,40,34,8,6,0,1,8,4
Technik,100,1,0,51,30,4,5,2,1,6,0
Politische Kultur,100,0,0,55,18,5,1,2,2,13,4
Geldpolitik,100,0,22,15,43,1,8,0,1,7,3
Governance,100,0,0,35,36,4,4,1,0,20,0
Fundamentalismus,99,0,0,65,19,0,0,3,3,7,2
Politische Theorie,99,0,0,44,21,2,2,2,2,20,6
Nanostruktur,99,0,0,2,56,0,8,0,6,11,16
Kraftfahrzeugindustrie,99,0,0,54,10,3,0,0,1,27,4
Fachdidaktik,99,0,0,73,3,5,0,3,0,13,2
Medienpädagogik,98,0,0,68,9,7,1,1,0,11,1
Eltern,98,0,0,77,6,2,1,2,0,8,2
Journalismus,98,0,0,63,10,4,0,0,0,19,2
Multimedia,97,0,0,15,33,2,26,2,10,4,5
Chemie,97,0,0,49,37,0,1,5,1,3,1
Datenverarbeitung,97,0,17,14,48,1,7,3,0,3,4
Macht,97,0,0,49,15,8,5,3,1,13,3
Öffentlicher Raum,97,0,0,29,50,5,3,0,2,6,2
Öffentlichkeitsarbeit,97,0,0,66,8,3,0,3,0,17,0
Bildungswesen,96,0,0,55,26,6,1,1,0,6,1
Robotik,96,0,0,18,43,4,22,0,0,6,3
Schulentwicklung,96,0,0,62,9,6,0,0,0,17,2
Energiepolitik,96,0,0,42,31,2,3,1,1,13,3
Corporate Governance,95,0,4,33,37,0,0,0,0,19,2
Strukturwandel,95,0,0,47,21,9,1,1,2,12,2
Sekundarstufe,95,0,0,74,9,0,0,5,0,6,1
Signalverarbeitung,95,0,1,10,51,0,20,0,2,8,3
Ausbildung,95,0,33,27,18,4,3,0,1,7,2
Verteiltes System,95,0,1,10,21,2,48,1,7,4,1
Sozioökonomischer Wandel,94,0,0,63,16,7,2,2,1,3,0
Elementarteilchenphysik,94,0,0,23,48,0,18,2,0,2,1
Nationalbewusstsein,94,0,0,25,45,4,2,0,5,11,2
Bürgerbeteiligung,94,0,0,33,24,6,3,2,3,20,3
Umfrage,94,0,0,56,8,0,0,4,2,23,1
Schriftsteller,94,0,0,76,10,0,0,6,0,2,0
Sklaverei,94,0,0,14,65,0,4,0,6,0,5
Wahrscheinlichkeitstheorie,93,0,0,17,55,0,18,2,0,0,1
Internationale Kooperation,93,0,0,22,49,6,1,0,2,10,3
Sport,93,0,0,57,8,5,3,2,2,9,7
Finanzmathematik,93,0,0,38,41,0,4,2,2,2,4
Gesundheitsförderung,93,0,0,60,8,5,0,2,1,15,2
Graphentheorie,92,0,0,18,42,0,19,1,3,6,3
Change Management,92,0,0,73,5,4,1,1,0,8,0
Coaching,92,0,0,81,2,1,0,0,0,8,0
Agrarpolitik,91,0,44,8,29,1,4,0,1,3,1
Einwanderung,91,0,0,39,32,8,1,0,1,7,3
Arbeitsrecht,91,0,0,52,11,5,0,0,0,22,1
Mustererkennung,91,0,0,4,33,0,44,0,2,3,5
Eingebettetes System,91,0,1,10,33,3,19,2,2,12,9
Politische Wissenschaft,91,0,0,51,33,0,0,2,2,2,1
Wasserversorgung,91,0,0,21,56,1,5,4,1,2,1
Politische Kommunikation,90,0,0,43,18,2,0,1,1,19,6
Sonderpädagogik,90,0,0,63,6,7,0,1,0,11,2
Kindertagesstätte,90,0,0,72,0,0,0,3,0,14,1
Bewertung,90,0,8,42,17,0,2,1,2,14,4
Öffentlichkeit,89,0,0,28,16,12,5,2,0,26,0
Körper,89,0,0,40,20,7,5,0,1,15,1
Soziale Bewegung,89,0,0,33,31,5,1,1,2,14,2
Arbeitsbedingungen,89,0,0,49,9,3,6,4,1,17,0
Didaktik,89,0,0,66,11,5,0,2,0,5,0
Digitale Revolution,89,0,0,50,21,5,4,0,0,6,3
Biodiversität,89,0,0,27,34,1,3,3,1,6,14
Projekt,89,0,0,57,9,7,1,4,3,7,1
Widerstand,89,0,0,60,14,5,1,0,0,9,0
Soziale Gerechtigkeit,89,0,0,38,31,8,0,0,1,9,2
Gesundheit,89,0,0,36,28,2,2,3,1,14,3
Bildungsforschung,89,0,0,55,17,6,0,0,0,10,1
Urheberrecht,89,0,0,18,10,5,1,1,0,47,7
Netzwerk,88,0,0,27,34,2,3,2,4,9,7
Wirtschaftsethik,88,0,0,44,19,13,1,2,2,6,1
Recycling,88,0,0,22,48,3,4,1,3,6,1
Universität,88,0,0,44,18,3,2,2,1,17,1
Einwanderer,88,0,0,38,24,5,2,3,1,12,3
Musik,87,0,0,30,33,9,6,0,0,7,2
Technische Innovation,87,0,0,14,59,0,5,0,3,6,0
Bank,87,0,0,40,12,6,0,0,2,20,7
Landeskunde,87,0,0,74,6,0,0,7,0,0,0
Diskriminierung,87,0,0,47,17,3,1,3,1,15,0
Forschungsmethode,87,0,0,38,45,3,0,0,1,0,0
Erziehung,87,0,0,55,16,4,0,2,1,6,3
Qualitative Sozialforschung,87,0,0,61,16,4,1,1,0,3,1
Mathematische Physik,87,0,0,10,62,0,12,2,1,0,0
Anwendung,87,0,0,17,40,2,20,1,5,2,0
Evangelische Kirche,87,0,0,58,0,11,0,0,1,15,2
Werkstoffkunde,87,0,0,47,32,0,2,4,1,1,0
Bioinformatik,87,0,0,10,43,0,15,1,4,5,9
Kunststoff,87,0,0,30,46,1,2,1,1,3,3
Sozialisation,86,0,0,59,4,7,0,4,0,11,1
Literaturwissenschaft,86,0,0,49,19,4,5,3,0,6,0
Bildgebendes Verfahren,86,0,0,3,42,8,18,0,0,8,7
Postkolonialismus,85,0,0,32,38,1,4,0,2,4,4
Maschinelles Sehen,85,0,0,1,31,1,39,0,1,9,3
Online-Marketing,85,0,0,63,17,0,0,0,0,5,0
Wahrscheinlichkeitsrechnung,85,0,0,41,29,0,10,3,1,1,0
Internationalisierung,85,0,0,38,19,3,5,0,2,17,1
Zeit,85,0,0,35,30,5,5,0,0,8,2
Resilienz,84,0,0,47,14,4,1,1,0,13,4
Mitarbeiter,84,0,0,50,9,2,0,2,0,20,1
Algebra,84,0,0,47,22,0,9,3,0,3,0
COVID-19,84,0,0,50,30,1,3,0,0,0,0
Chancengleichheit,84,0,0,52,8,6,1,0,0,14,3
Mann,84,0,0,53,14,1,0,3,4,9,0
Deutsche,84,0,0,54,9,5,1,2,1,10,2
Pandemie,84,0,0,54,25,2,2,0,0,1,0
Migrationshintergrund,83,0,0,50,3,4,0,1,0,24,1
Professionalisierung,83,0,0,50,1,6,0,1,0,23,2
Organisationswandel,83,0,0,43,22,0,3,1,0,12,2
Regionalentwicklung,83,0,0,32,27,9,4,0,0,6,5
Kreativität,83,0,0,41,22,6,0,2,1,11,0
Spanisch,83,0,0,19,49,1,4,1,1,5,3
Umweltbelastung,83,0,6,15,45,1,4,0,2,5,5
JavaScript,82,0,0,21,60,0,0,0,0,1,0
Welthandel,82,0,27,6,37,0,5,0,2,5,0
Unternehmenskultur,82,0,0,62,5,0,0,0,0,14,1
Populismus,82,0,0,46,25,4,2,0,0,4,1
Künste,81,0,0,32,20,17,6,1,2,3,0
Institutionenökonomie,81,0,0,18,27,7,7,0,3,15,4
Ost-West-Konflikt,81,0,0,23,35,5,3,0,1,12,2
Mensch,81,0,0,51,15,4,3,1,1,3,3
Ethnische Identität,81,0,0,8,51,3,3,0,4,8,4
Geometrie,81,0,0,25,36,0,16,2,0,1,1
Konfliktregelung,80,0,0,47,17,2,0,4,0,8,2
Volkswirtschaftslehre,80,0,0,54,17,2,2,2,0,3,0
Ökologie,80,0,0,40,29,1,2,3,3,1,1
Drama,79,0,0,28,28,2,2,2,0,14,3
Informationssystem,79,0,0,11,20,1,31,2,3,7,4
Kosmologie,78,0,0,12,50,1,10,0,1,0,4
Blockchain,78,0,0,18,44,0,8,2,2,3,1
Demokratisierung,78,0,0,25,22,4,2,1,0,21,3
Erkenntnistheorie,78,0,0,40,23,2,0,1,0,11,1
World Wide Web 2.0,78,0,0,46,16,1,2,3,3,5,2
Vielfalt,78,0,0,47,11,9,1,1,0,7,2
Elektrotechnik,78,0,0,63,9,0,5,1,0,0,0
Neoliberalismus,78,0,0,35,25,2,0,3,0,12,1
Politische Ökonomie,78,0,0,31,30,0,3,0,1,8,5
Bautechnik,78,0,0,62,11,1,1,2,1,0,0
Geschichtsunterricht,78,0,0,49,6,6,0,3,1,13,0
Tourismus,77,0,0,34,25,3,2,2,3,3,5
Gartengestaltung,76,0,0,57,10,1,1,6,1,0,0
Benutzeroberfläche,76,0,0,13,25,2,28,1,1,5,1
Politisches Denken,76,0,0,48,15,3,2,1,0,5,2
Virtuelle Realität,76,0,0,17,32,1,12,2,0,10,2
Arbeitsmarktpolitik,76,0,0,27,29,6,3,1,2,6,2
Pflanzen,76,0,0,27,34,0,1,0,1,1,12
Prognose,75,0,16,21,23,2,2,0,0,9,2
Geldtheorie,75,0,49,5,17,0,0,0,0,3,1
Medizinische Informatik,75,0,0,7,47,1,16,0,3,0,1
Sexualverhalten,75,0,0,49,13,2,0,3,1,7,0
Industriedesign,75,0,0,35,27,6,2,3,0,2,0
Ernährung,75,0,0,45,14,3,2,2,0,5,4
Benutzerfreundlichkeit,75,0,1,24,23,1,14,1,2,7,2
Behinderung,75,0,0,36,14,6,2,1,0,14,2
Mobilität,75,0,1,35,16,3,5,1,1,10,3
Wirtschaftskrise,75,0,0,35,28,5,4,0,0,3,0
Mehragentensystem,75,0,0,7,18,0,43,0,0,5,2
Theater,75,0,0,34,20,6,1,1,1,10,2
Ländlicher Raum,75,0,0,40,20,4,1,0,0,8,2
Motivation,74,0,0,36,11,4,1,1,0,18,3
Zeitreihenanalyse,74,0,0,12,40,0,5,0,2,3,12
Finanzwirtschaft,74,0,0,20,44,2,5,0,0,2,1
Sportunterricht,74,0,0,56,2,1,0,7,0,8,0
Stadtsoziologie,74,0,0,28,33,3,3,2,3,2,0
Kirche,73,0,0,36,13,15,3,0,0,4,2
Unterrichtsmethode,73,0,0,53,10,2,0,4,0,4,0
Regionalplanung,73,0,0,23,22,13,3,4,3,3,2
