Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Thermodynamik,87,0,0,33,44,0,2,1,1,1,5
Maschinelles Sehen,84,0,0,0,33,2,38,0,0,10,1
Netzwerk,83,0,0,25,28,3,3,1,3,12,8
Tourismus,82,0,0,36,27,3,3,3,3,2,5
Numerische Mathematik,81,0,0,21,44,0,11,1,2,1,1
Raum,81,0,0,26,29,6,5,1,0,11,3
Kunststoff,81,0,0,30,41,1,1,0,1,4,3
Recycling,80,0,0,20,42,5,2,1,3,4,3
Stochastischer Prozess,80,0,0,6,49,0,17,0,3,2,3
Bautechnik,80,0,0,62,12,2,3,1,0,0,0
Umweltverträglichkeit,80,0,0,40,26,6,0,2,3,3,0
Mathematische Physik,79,0,0,8,54,0,14,2,1,0,0
Anwendung,79,0,0,16,45,0,11,2,3,1,1
Virtuelle Realität,79,0,0,18,24,1,16,0,1,16,3
Zeit,79,0,0,36,27,4,3,0,2,6,1
Robotik,78,0,0,12,38,4,18,1,0,4,1
Informationssystem,78,0,0,7,22,2,30,2,2,11,2
Projekt,78,0,0,56,6,6,1,0,2,6,1
Lineare Algebra,77,0,0,42,30,0,0,3,0,2,0
Integration,77,0,0,40,17,4,0,0,1,13,2
Umweltbelastung,77,0,7,18,36,0,4,2,1,6,3
Ökologie,76,0,0,34,32,3,2,0,2,1,2
Bioinformatik,75,0,0,2,42,0,14,0,3,3,11
Java Programmiersprache,75,0,0,32,37,0,2,2,2,0,0
Signalverarbeitung,74,0,0,4,44,0,17,0,2,6,1
Eingebettetes System,74,0,1,7,28,2,18,3,3,8,4
Wahrscheinlichkeitsrechnung,73,0,0,39,27,0,4,2,1,0,0
Vielfalt,73,0,0,45,14,4,2,0,0,5,3
World Wide Web 2.0,73,0,0,42,14,1,2,3,2,7,2
Regionalentwicklung,73,0,0,28,32,6,2,0,1,3,1
Chemie,72,0,0,34,31,0,1,4,2,0,0
Regionalplanung,72,0,0,25,23,7,4,4,3,3,3
Fernerkundung,71,0,0,1,42,2,5,0,1,6,14
Mobile Computing,70,0,0,7,37,0,18,0,4,0,4
Graphentheorie,70,0,0,11,34,0,17,1,2,4,1
Halbleiter,69,0,0,2,48,0,2,0,0,10,7
Soziale Software,69,0,0,41,18,1,3,3,1,2,0
Technische Innovation,68,0,0,7,51,1,2,1,2,3,1
Biodiversität,68,0,0,17,22,1,4,1,0,5,18
Verbundwerkstoff,68,0,0,3,47,0,4,0,4,6,4
JavaScript,67,0,0,10,57,0,0,0,0,0,0
App Programm,67,0,0,19,40,0,0,2,0,6,0
Mehragentensystem,67,0,0,4,13,0,40,0,1,6,3
Benutzerfreundlichkeit,67,0,1,23,16,0,17,1,2,5,2
Kosmologie,66,0,0,14,35,1,12,0,1,2,1
Komplexes System,66,0,0,8,36,1,11,0,0,6,4
Soft Computing,65,0,0,6,33,0,22,0,4,0,0
Elementarteilchenphysik,64,0,0,15,31,0,16,1,0,0,1
Wandel,64,0,0,41,6,3,5,1,1,6,1
Raumordnung,64,0,0,24,17,11,0,3,0,6,3
Werkstoffkunde,63,0,0,30,27,0,1,3,1,1,0
Automation,62,0,0,20,18,2,7,1,0,10,4
Wohnungsbau,62,0,0,22,26,1,1,2,0,10,0
CAD,61,0,0,15,30,1,9,0,0,4,2
Messung,61,0,0,12,28,1,1,1,1,12,5
Gartengestaltung,61,0,0,46,8,1,1,4,1,0,0
Gebäude,61,0,0,18,35,1,0,3,0,2,2
Berechnung,61,0,0,42,14,0,0,1,0,3,1
Benutzeroberfläche,61,0,0,11,18,0,25,2,0,3,2
Wahrscheinlichkeitstheorie,61,0,0,15,36,0,9,0,0,0,1
Quantenmechanisches System,61,0,0,1,38,0,4,0,2,4,12
Sicherheit,60,0,0,18,21,3,6,1,2,6,3
Silicium,60,0,0,2,16,0,1,0,2,20,19
Stadtgestaltung,60,0,0,15,36,3,1,0,2,2,1
Bauökologie,60,0,0,18,34,2,4,2,0,0,0
Mathematische Modellierung,60,0,0,8,38,0,6,1,2,5,0
Natur,60,0,0,34,13,3,1,0,0,8,1
Mobile Telekommunikation,60,0,0,20,26,2,5,0,3,4,0
Denkmalpflege,59,1,0,24,14,7,2,1,0,10,0
Geometrie,59,0,0,12,29,2,13,0,0,1,2
Verstädterung,59,0,0,7,35,2,1,0,5,2,7
Numerische Strömungssimulation,59,0,0,3,21,0,5,0,2,23,5
Risikoanalyse,58,0,0,19,26,0,1,1,3,5,3
Abwasserreinigung,58,0,0,5,32,2,1,0,8,5,5
Kongress,58,0,0,4,6,3,44,0,1,0,0
Umwelt,58,0,5,23,21,3,2,0,2,2,0
Biologie,57,0,0,21,27,0,4,0,2,3,0
Stoffeigenschaft,57,0,0,12,37,0,2,0,1,4,1
Naturschutz,57,0,0,26,19,4,0,0,1,1,6
Zeitreihenanalyse,57,0,0,12,29,0,3,0,0,5,8
Technologie,57,0,0,15,36,0,1,1,1,3,0
Differentialgleichung,57,0,0,11,32,0,12,0,0,2,0
Geologie,56,0,0,21,27,1,5,0,0,0,2
Quantenphysik,56,0,0,7,44,0,4,1,0,0,0
Energiebewusstes Bauen,56,0,0,22,24,0,2,7,0,0,1
Differentialgeometrie,55,0,0,5,35,0,11,0,0,1,3
Mobilfunk,55,0,0,10,26,0,10,1,0,8,0
Datenbanksystem,55,0,0,5,14,0,28,2,0,4,2
Baustoff,55,0,0,20,20,2,10,0,0,2,1
Entstehung,54,0,0,23,12,3,0,1,1,9,5
Umweltbezogenes Management,54,0,0,26,17,0,0,2,0,7,2
Großstadt,54,0,0,19,17,4,2,1,1,8,2
Data Science,54,0,0,10,27,1,15,0,0,1,0
Haus,53,0,0,21,26,0,1,2,2,1,0
Programmiersprache,53,0,0,11,31,0,8,2,1,0,0
Energieeffizienz,53,0,0,28,11,1,0,4,0,7,2
Stabilität,53,0,0,6,26,0,3,0,0,10,8
Astrophysik,53,0,0,5,29,0,14,1,1,2,1
Webdesign,52,0,0,20,30,0,0,1,0,1,0
Smart City,52,0,0,9,33,0,9,1,0,0,0
Gruppentheorie,52,0,0,8,35,0,8,0,0,0,1
Einführung,51,0,0,37,8,0,0,5,0,1,0
Astronomie,51,0,0,14,32,0,1,0,3,1,0
Verkehrsplanung,51,0,0,25,12,3,1,2,1,4,3
Tod,51,0,0,33,6,3,2,2,0,3,2
Quantenfeldtheorie,51,0,0,4,37,0,4,0,0,1,5
Quantentheorie,50,0,0,8,37,0,2,0,1,0,2
Kontroverse,50,0,0,25,6,6,0,2,0,11,0
Maschinenbau,50,0,0,42,4,0,1,0,0,3,0
Funknetz,50,0,0,2,41,0,4,0,0,2,1
Laser,50,0,0,11,23,0,2,1,0,3,10
Selbstorganisation,50,0,0,13,14,0,0,0,0,11,12
Computergrafik,50,0,0,9,27,0,10,2,0,0,2
Datenbankverwaltung,49,0,0,1,42,0,4,0,0,2,0
Wasserversorgung,49,0,0,13,28,0,2,3,1,2,0
Entwurf,49,0,0,9,28,1,3,0,2,5,1
Gewöhnliche Differentialgleichung,49,0,0,17,25,0,3,0,0,2,2
Online-Ressource,49,0,0,5,12,1,0,0,0,15,16
Prognoseverfahren,49,0,35,6,3,0,0,1,0,2,2
Architekt,49,0,0,9,33,2,0,0,0,4,1
Kraftfahrzeugtechnik,48,0,0,32,7,6,2,0,0,0,1
Analyse,48,0,0,21,16,0,0,1,1,7,2
Autonomes Fahrzeug,48,0,0,5,17,3,6,1,0,11,5
Bauentwurf,48,0,0,20,18,3,3,1,0,2,1
Kraftfahrzeug,48,0,0,25,9,2,0,2,0,9,1
Evolution,48,0,0,23,15,0,1,1,1,3,4
Bemessung,47,0,0,29,11,0,0,2,0,3,2
Randwertproblem,47,0,0,2,36,0,5,0,0,0,4
Planung,47,0,0,24,11,4,0,2,3,3,0
Katalysator,47,0,0,1,9,0,3,0,1,13,20
Quanteninformatik,47,0,0,1,29,0,2,0,0,3,12
Mechatronik,47,0,0,15,15,0,3,1,1,9,3
Effizienz,47,0,0,11,17,1,1,0,1,13,3
Biochemie,47,0,0,22,19,0,0,1,2,2,1
Softwarearchitektur,47,0,0,23,8,0,7,0,0,7,2
Transformation,46,0,0,17,3,4,2,1,0,17,2
Monte-Carlo-Simulation,46,0,0,1,25,0,0,0,0,2,18
Spektroskopie,46,0,0,4,30,0,1,0,1,4,6
Wissenschaftliches Rechnen,46,0,0,9,21,0,15,0,1,0,0
Klima,46,0,0,27,11,1,0,2,0,3,2
Wechselwirkung,46,0,0,3,28,0,2,0,0,7,6
Computerunterstütztes Verfahren,46,0,0,13,19,0,6,2,0,6,0
Objektorientierte Programmierung,46,0,0,13,18,0,12,2,1,0,0
Elektrotechnik,46,0,0,32,8,0,3,2,0,1,0
Katalyse,46,0,0,2,20,0,2,0,0,12,10
Photonik,46,0,0,0,29,0,5,0,1,2,9
C++,46,0,0,21,22,0,0,3,0,0,0
Kombinatorik,45,0,0,7,20,0,17,0,1,0,0
Parallelverarbeitung,45,0,1,4,12,0,24,0,1,1,2
Technikbewertung,45,0,0,18,12,2,2,3,5,2,1
Wirkungsanalyse,45,0,11,19,2,1,1,0,1,8,2
Software,45,0,0,8,15,0,8,1,6,3,4
Unsicherheit,45,0,9,5,21,2,3,0,0,2,3
Verfahrenstechnik,45,0,0,23,18,0,0,1,1,0,2
Turbulente Strömung,45,0,0,1,21,0,8,1,1,7,6
Algebra,45,0,0,26,9,0,9,0,0,1,0
Geoinformationssystem,44,0,0,3,30,1,6,0,0,3,1
Werkstoff,44,0,0,8,32,0,1,1,2,0,0
Datenauswertung,44,0,0,9,27,0,2,0,0,4,2
Datenstruktur,44,0,0,19,12,0,12,0,0,1,0
Computerunterstütztes Lernen,44,0,0,20,9,2,5,1,2,5,0
Stadtökologie,44,0,0,11,29,1,2,0,1,0,0
Solarzelle,43,0,0,5,9,0,1,0,1,17,10
Umweltbewusstsein,43,0,0,21,13,0,0,4,0,5,0
Fotovoltaik,43,0,0,9,10,0,1,1,3,12,7
Mathematische Methode,43,0,0,5,32,0,4,2,0,0,0
Baukonstruktion,43,0,0,19,20,1,1,1,0,1,0
Stadtsanierung,43,0,0,11,23,2,0,1,2,2,2
EXCEL,43,0,0,26,16,0,0,1,0,0,0
Computer,43,0,0,15,21,1,0,0,0,6,0
Semantic Web,42,0,0,4,18,0,10,0,3,3,4
Regressionsanalyse,42,0,0,11,25,0,0,1,0,0,5
Förderung,42,0,0,24,5,1,0,0,0,12,0
Herstellung,42,0,0,7,28,0,0,0,0,6,1
Lebensmitteltechnologie,42,0,0,7,31,0,2,0,1,0,1
Biografie,42,0,0,24,11,2,1,0,0,3,1
Algebraische Geometrie,42,0,0,0,28,0,10,0,1,3,0
Computerunterstützte Kommunikation,42,0,0,12,19,0,4,1,0,4,2
Wissensextraktion,41,0,0,1,10,0,25,0,1,1,3
Funktionalanalysis,41,0,0,5,25,0,11,0,0,0,0
Open Source,41,0,0,11,23,0,2,1,0,1,3
Erweiterte Realität Informatik,41,0,0,11,10,0,10,0,4,5,1
Qualität,41,0,0,20,5,4,0,2,0,8,2
Lebensmittelverarbeitung,41,0,0,3,35,0,2,0,1,0,0
Multivariate Analyse,41,0,0,10,27,0,0,0,0,2,2
Zahlentheorie,41,0,0,8,23,0,7,1,1,1,0
Sexualität,41,0,0,18,16,1,0,0,1,4,1
Nanokomposit,41,0,0,0,30,0,0,0,2,3,6
Baudenkmal,41,0,0,18,11,6,2,1,1,2,0
Ingenieurwissenschaften,40,0,0,18,17,2,2,1,0,0,0
Stochastisches Modell,40,0,0,6,23,0,5,0,0,1,5
Angewandte Mathematik,40,0,0,10,25,0,4,1,0,0,0
Kontrolltheorie,40,0,0,0,27,0,11,0,1,1,0
Hochleistungsrechnen,40,0,0,2,10,0,20,0,4,4,0
Heterogenität,40,0,0,15,6,4,0,0,1,9,5
Dünne Schicht,40,0,0,0,15,0,2,0,3,8,12
Energietechnik,40,0,0,21,11,0,1,2,0,4,1
Darstellungstheorie,40,0,0,0,27,0,6,0,0,5,2
Roboter,39,0,0,7,22,2,4,0,0,4,0
Gartenkunst,39,0,0,18,11,9,0,0,0,1,0
Mechanische Eigenschaft,39,0,0,5,21,0,2,0,3,2,6
Elektrofahrzeug,39,0,0,14,12,1,0,2,1,9,0
Bauvorhaben,39,0,0,24,7,1,1,1,0,5,0
Topologie,39,0,0,4,23,0,10,0,0,0,2
Werkstoffprüfung,39,0,0,19,11,1,2,1,2,3,0
LHC,39,0,0,3,16,0,3,1,0,3,13
Konstruktion,38,0,0,20,14,1,0,0,0,3,0
Harmonische Analyse,38,0,0,2,32,0,4,0,0,0,0
Nutzung,38,0,0,22,2,3,0,4,0,5,2
Risiko,38,0,0,20,2,3,3,1,0,6,3
Molekularbiologie,38,0,0,11,18,0,1,1,4,2,1
Proteine,38,0,0,3,18,0,0,0,0,6,11
Serviceorientierte Architektur,38,0,0,9,15,1,3,0,0,8,2
Bauwerk,38,0,0,10,23,0,3,1,0,1,0
Transport,38,0,0,4,21,1,5,0,1,5,1
LINUX,38,0,0,21,13,1,0,3,0,0,0
Metallischer Werkstoff,38,0,0,14,18,1,1,0,1,2,1
Beton,38,0,0,7,21,0,0,0,0,7,3
Sensor,38,0,0,7,20,0,0,1,1,4,5
Symbol,37,0,0,28,2,0,0,0,0,5,2
Stochastik,37,0,0,17,12,0,2,3,0,0,3
Mechanik,37,0,0,14,22,0,0,1,0,0,0
Website,37,0,0,11,19,0,0,2,3,1,1
Wasserverschmutzung,37,0,0,4,25,0,1,0,2,5,0
Landschaftsarchitektur,36,0,0,3,30,0,2,0,0,0,1
Web Services,36,0,0,5,14,0,13,0,0,1,3
Entscheidungstheorie,36,0,0,12,18,0,1,0,1,4,0
Statistische Physik,36,0,0,4,29,0,2,0,1,0,0
Anwendungssystem,36,0,0,15,5,0,11,2,2,0,1
Numerisches Modell,36,0,0,0,12,0,1,1,2,6,14
Mikrosystemtechnik,36,0,0,2,11,0,2,0,5,16,0
Komplexitätstheorie,36,0,1,6,13,0,10,0,1,2,3
Android Systemplattform,36,0,0,8,26,0,0,2,0,0,0
Allgemeine Relativitätstheorie,36,0,0,3,25,0,4,0,0,1,3
Landeskunde,35,0,0,30,2,0,0,3,0,0,0
Ausland,35,0,0,10,6,1,0,0,1,15,2
Wasser,35,0,0,11,19,1,1,0,0,3,0
Computervision,35,0,0,0,13,0,21,0,0,0,1
Landschaftsplanung,35,0,0,13,16,0,2,0,0,2,2
Umwelttechnik,35,0,0,5,24,2,2,2,0,0,0
Evolutionärer Algorithmus,35,0,0,1,12,0,13,0,1,7,1
Ökosystem,35,0,0,11,11,0,2,1,1,3,6
Theoretische Informatik,35,0,0,5,5,0,22,1,1,1,0
Approximation,35,0,1,2,15,0,10,0,0,2,5
Neurowissenschaften,35,0,0,15,14,0,1,1,1,3,0
Wiederaufbau,35,0,0,15,17,1,0,1,0,1,0
Bauleistung,35,0,0,35,0,0,0,0,0,0,0
Technische Mechanik,35,0,0,29,5,0,1,0,0,0,0
Bildanalyse,34,0,0,0,14,0,16,0,0,3,1
NMR-Spektroskopie,34,0,0,0,20,0,2,0,0,7,5
Telekommunikation,34,0,0,9,14,2,2,2,2,2,1
Grüne Chemie,34,0,0,1,26,0,1,0,1,3,2
Stadtverkehr,34,0,0,8,17,1,2,0,1,2,3
Integrierte Schaltung,34,0,0,0,32,0,1,0,0,1,0
Phasenumwandlung,34,0,0,0,16,0,3,0,0,6,9
Elektromagnetisches Feld,34,0,0,12,16,0,1,1,1,2,1
Dienstgüte,34,0,0,1,5,0,23,0,1,4,0
Brennstoffzelle,34,0,0,6,17,0,1,3,0,3,4
Formale Methode,34,0,0,3,6,0,23,0,1,0,1
Funktionentheorie,34,0,0,8,14,0,8,1,1,1,1
HTML 5.0,34,0,0,7,25,0,0,2,0,0,0
Autonomer Roboter,34,0,0,2,10,4,9,1,0,6,2
Stadtviertel,34,0,0,20,4,1,1,0,0,8,0
Quantenoptik,34,0,0,2,22,0,2,0,1,1,6
Kohlendioxid,33,0,0,7,15,0,0,0,1,2,8
Kommunikationstechnik,33,0,0,9,11,3,7,2,0,1,0
Mikrostruktur,33,0,0,0,10,0,2,0,1,7,13
Stochastische Differentialgleichung,33,0,0,1,23,0,6,0,0,1,2
Variationsrechnung,33,0,0,4,20,0,6,0,1,1,1
Ubiquitous Computing,33,0,0,5,16,0,9,0,0,3,0
Mikrofluidik,33,0,0,0,16,0,0,0,1,8,8
Anthropogene Klimaänderung,33,0,0,14,10,1,1,1,2,4,0
Gentechnologie,33,0,0,16,10,1,0,1,0,2,3
Geografie,33,0,0,11,18,0,0,1,0,1,2
Wirkung,33,0,0,13,2,5,0,1,1,10,1
Poröser Stoff,33,0,0,2,22,0,4,0,0,1,4
Überwachung,32,0,0,20,6,2,0,1,0,3,0
Inverses Problem,32,0,0,1,22,0,7,0,0,1,1
Anpassung,32,0,0,9,11,0,2,0,0,8,2
Plasma,32,0,0,0,19,0,3,0,0,1,9
Kernphysik,32,0,0,4,18,0,9,0,1,0,0
UML,32,0,0,12,6,0,8,0,0,4,2
Schwingung,32,0,0,13,12,0,2,0,2,1,2
Konservierung,32,0,0,5,20,0,4,0,2,1,0
Tissue Engineering,32,0,0,1,19,0,2,0,1,5,4
Telekommunikationsnetz,32,0,0,4,6,2,16,0,1,2,1
Grenzgebiet,32,0,0,10,12,2,0,2,0,5,1
Mikroorganismus,32,0,0,2,13,1,1,0,3,2,10
Zuverlässigkeit,32,0,0,7,8,1,9,0,2,5,0
Atmosphäre,32,0,0,4,21,0,2,0,2,1,2
Elektromobilität,32,0,0,17,1,4,0,3,0,4,3
Biomolekül,32,0,0,1,23,0,3,0,1,2,2
Deskriptive Statistik,31,0,0,23,3,0,0,4,0,1,0
Diskrete Mathematik,31,0,0,8,15,0,7,0,0,0,1
Emissionsverringerung,31,0,0,8,13,2,1,0,1,5,1
Optik,31,0,0,5,24,0,0,1,0,1,0
Biomasse,31,0,0,5,17,0,0,2,0,1,6
Nichtlineare Optik,31,0,0,1,22,0,2,0,0,3,3
Akustik,31,0,0,11,14,1,1,1,0,1,2
Anthropogeografie,31,0,0,14,9,1,3,1,0,3,0
Architekturzeichnung,31,0,0,9,17,1,3,0,0,1,0
Computerlinguistik,31,0,0,3,12,0,12,0,0,2,2
Prozessoptimierung,31,0,0,10,9,0,1,2,1,7,1
Elektroantrieb,31,0,0,19,5,0,0,0,1,6,0
Kirchenbau,31,0,0,9,7,7,0,0,0,7,1
Wärmeübertragung,31,0,0,8,16,0,1,0,1,4,1
Dynamik,31,0,0,4,17,0,2,0,1,4,3
Einfamilienhaus,31,0,0,12,14,0,0,3,1,0,1
Graphen,31,0,0,0,11,0,1,0,0,8,11
Operatortheorie,31,0,0,1,24,0,6,0,0,0,0
Drahtloses Sensorsystem,31,0,0,0,20,0,4,0,1,4,2
Kontinuumsmechanik,31,0,0,3,25,0,1,0,1,0,1
Landschaft,31,0,0,17,7,0,2,0,0,4,1
Quantencomputer,30,0,0,5,21,0,3,0,0,0,1
Bionik,30,0,0,7,16,0,0,0,1,5,1
Kohlendioxidemission,30,0,0,8,16,0,1,0,1,3,1
Wasserreserve,30,0,0,7,14,0,3,0,2,3,1
Biokraftstoff,30,0,0,1,23,0,1,1,0,3,1
SQL,30,0,0,15,14,0,0,1,0,0,0
Tourismusindustrie,30,0,0,18,7,3,0,0,0,2,0
Licht,30,0,0,8,12,1,3,0,1,2,3
Fuzzy-Logik,30,0,0,2,16,0,5,0,3,4,0
Genanalyse,30,0,0,6,9,1,1,1,0,5,7
Hydrologie,30,0,0,7,12,1,0,2,0,4,4
Neurobiologie,30,0,0,16,4,4,2,1,2,0,1
Naturkatastrophe,30,0,0,1,17,0,6,1,2,1,2
Operations Research,30,0,0,3,16,0,6,0,4,1,0
3D-Druck,30,0,0,11,9,0,1,1,0,5,3
Heizung,30,0,0,22,4,0,0,4,0,0,0
Bodenmechanik,30,0,0,7,15,2,3,0,1,0,2
Radioaktiver Abfall,30,0,0,5,13,0,5,1,2,2,2
Leistungsmessung,30,0,0,8,6,0,0,2,0,12,2
Messtechnik,30,0,0,16,9,1,1,1,0,2,0
Vergleich,30,0,0,8,8,0,2,0,0,10,2
Schaltungsentwurf,30,0,0,3,25,0,1,0,0,1,0
Bioenergieerzeugung,30,0,0,7,18,0,1,0,0,1,3
Umweltwissenschaften,29,0,0,7,17,0,5,0,0,0,0
Testen,29,0,0,5,12,1,4,1,1,3,2
Personenkraftwagen,29,0,0,19,2,2,0,2,1,3,0
Content Management,29,0,0,16,6,0,3,1,0,3,0
Requirements engineering,29,0,0,8,7,0,7,0,2,4,1
Antenne,29,0,0,4,24,0,0,0,0,0,1
Transportprozess,29,0,0,1,13,0,3,0,1,3,8
Datenbank,29,0,0,7,14,0,6,0,0,2,0
Windkraftwerk,29,0,0,6,7,0,0,3,1,9,3
Dimension 3,29,0,0,0,15,1,3,1,0,5,4
Anwendungssoftware,29,0,0,7,13,0,3,2,1,2,1
Optimale Kontrolle,29,0,0,1,21,0,5,0,0,1,1
Informationstheorie,29,0,0,5,17,0,4,0,1,0,2
Verbrennungsmotor,29,0,0,10,3,2,0,0,4,9,1
Theoretische Physik,29,0,0,15,9,0,3,0,1,1,0
Spektraltheorie,29,0,0,1,19,0,4,0,2,2,1
Regelungstechnik,29,0,0,12,10,1,3,0,0,3,0
Raumfahrt,29,0,0,8,18,0,1,1,1,0,0
Biophysik,29,0,0,1,24,0,1,0,1,1,1
Beziehung,29,0,0,5,16,1,0,0,0,5,2
Computeralgebra,29,0,0,2,20,0,5,2,0,0,0
Mobiler Roboter,29,0,0,4,10,1,4,0,0,6,4
Geotechnik,28,0,0,14,6,2,6,0,0,0,0
Beweis,28,0,0,12,9,1,0,3,0,3,0
Biosensor,28,0,0,0,18,0,0,0,1,4,5
Intelligentes Stromnetz,28,0,0,5,16,0,1,2,0,2,2
Qualitätskontrolle,28,0,0,8,10,0,1,1,3,5,0
Schwarzes Loch,28,0,0,0,7,0,5,0,0,5,11
Fertigungstechnik,28,0,0,15,9,0,1,2,0,1,0
Authentifikation,28,0,0,2,4,0,18,0,1,2,1
Kristallisation,28,0,0,0,10,0,0,0,2,6,10
XML,28,0,0,6,8,0,10,2,1,1,0
Biometrie,28,0,0,2,13,0,10,0,2,1,0
Mikrobiologie,28,0,0,5,20,0,1,0,0,2,0
Ultrakurzer Lichtimpuls,28,0,0,0,7,0,2,0,0,5,14
Ingenieur,28,0,0,16,10,2,0,0,0,0,0
Modellgetriebene Entwicklung,28,0,0,4,7,0,4,0,2,4,7
Kognitionswissenschaft,28,0,0,7,16,0,2,1,1,1,0
Erweiterung,28,0,0,13,5,4,3,0,2,1,0
Genexpression,28,0,0,0,3,0,0,0,0,13,12
Maple Programm,28,0,0,14,13,0,0,1,0,0,0
MEMS,28,0,0,1,16,0,0,0,3,5,3
Building Information Modeling,28,0,0,9,17,0,0,0,0,0,2
Programm,28,0,0,6,18,0,0,0,1,1,2
Geophysik,27,0,0,2,20,0,2,2,0,1,0
